ID,香烟品类,香烟地域,香烟品牌,名称,品牌:,类型:,焦油:,焦油高低:,烟碱:,一氧化碳:,长度:,过滤嘴长:,周长:,包装形式:,主颜色:,副颜色:,条装盒数:,每盒数量:,小盒价格:,条装价格:,小盒条码:,条装条码:
767,传统烟,历史品牌,西湖,西湖(红),西湖,烤烟型,15mg,,1.1mg,,,,,,,,,,,,,,,,,,,,,,
770,传统烟,大陆,白沙,白沙(和特制),白沙,烤烟型,8mg,,1.1mg,14mg,84mm,25mg,24mm,纸质硬盒,红色,金色,,20,￥10元,￥100元,6901028192309,,,,,,,,,,
771,传统烟,大陆,白沙,白沙(黑和出口),白沙,烤烟型,12mg,,0.9mg,10mg,84mm,25mg,24mm,纸质硬盒,黑色,金色,,20,￥20元,￥200元,6901028192538,,,,,,,,,,
772,传统烟,历史品牌,石狮,石狮(新),石狮,烤烟型,15mg,,1.2mg,,84mm,25mg,24mm,纸质硬盒,红色,金黄色,,20,￥10元,￥100元,6901028140164,,,,,,,,,,
773,传统烟,大陆,红金龙,红金龙(软明道),红金龙,烤烟型,10mg,,1.0mg,11mg,84mm,,,纸质软包,蓝,黄,,20,￥15元,￥150元,6901028182478,6901028182485,,,,,,,,,
774,传统烟,大陆,黄山,黄山(大壹品),黄山,烤烟型,8mg,,1.0mg,10mg,84mm,25mg,,纸质硬盒,红,黄,,20,￥11元,￥110元,6901028223263,6901028223256,,,,,,,,,
776,传统烟,历史品牌,美登,翻盖美登,美登,烤烟型,15mg,,1.1mg,,,,,,,,,,,,,,,,,,,,,,
777,传统烟,历史品牌,美登,翻盖美登(红激情),美登,烤烟型,15mg,,1.1mg,,,,,,,,,,,,,,,,,,,,,,
778,传统烟,历史品牌,美登,翻盖美登(蓝激情),美登,烤烟型,15mg,,1.1mg,,,,,,,,,,,,,,,,,,,,,,
779,传统烟,大陆,南京,南京(绿),南京,烤烟型,8mg,,0.8mg,12mg,84mm,22mm,25mg,纸质硬盒,绿,黄,,20,￥5元,￥50元,6901028300018,6901028300025,,,,,,,,,
780,传统烟,历史品牌,西柏坡,金西柏坡硬翻,西柏坡,烤烟型,15mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
781,传统烟,国外,CAMEL(骆驼),骆驼(自然哈版),CAMEL(骆驼),混合型,10mg,,0.9mg,,,,,纸质硬盒,棕黄,蓝,,20,￥12元,￥120元,48741699,,,,,,,,,,
782,传统烟,国外,Marlboro,万宝路(硬红欧盟版),Marlboro,混合型,10mg,,0.8mg,10mg,84mm,,,纸质硬盒,白,红,,20,￥10元,￥100元,87248883,4023500005104,,,,,,,,,
783,传统烟,历史品牌,灵芝,烤硬盒“灵芝”(特醇),灵芝,烤烟型,16mg,,1.1mg,,,,,,,,,,,,,,,,,,,,,,
784,传统烟,历史品牌,灵芝,灵芝(硬),灵芝,烤烟型,13mg,,0.9mg,,84mm,25mg,24mm,纸质硬盒,红,金,,20,,,6901028078214,,,,,,,,,,
785,传统烟,历史品牌,灵芝,绿灵芝,灵芝,烤烟型,17mg,,1.1mg,,,,,,,,,,,,,,,,,,,,,,
786,传统烟,历史品牌,灵芝,“灵芝”(湖兰绿),灵芝,烤烟型,17.5mg,,0.5mg,,,,,,,,,,,,,,,,,,,,,,
787,传统烟,历史品牌,华光,华光,华光,烤烟型,12mg,,0.8mg,,,,,,,,,,,,,,,,,,,,,,
788,传统烟,大陆,娇子,娇子(软龙凤呈祥)??软龙凤,娇子,烤烟型,12mg,,1.2mg,13mg,84mm,24mm,24mm,纸质软包,黄,红,,20,￥10元,￥100元,6901028033558,6901028033565,,,,,,,,,
789,传统烟,历史品牌,大鸡,大鸡(富贵),大鸡,烤烟型,12mg,,1.0mg,,84mm,25mg,25mg,纸质硬盒,红,金,,20,￥3元,,6901028941976,,,,,,,,,,
790,传统烟,大陆,娇子,娇子(硬黄天子)??扁盒天子,娇子,烤烟型,8mg,,1.0mg,8mg,84mm,30mg,24mm,纸质硬盒,黄,红,,20,￥100元,￥850元,6901028030113,6901028030120,,,,,,,,,
791,传统烟,大陆,娇子,娇子(硬绿逸品)??逸品绿,娇子,烤烟型,8mg,,0.8mg,8mg,84mm,,,纸质硬盒,白,绿,,20,￥14元,￥140元,6901028202442,6901028202459,,,,,,,,,
792,传统烟,大陆,真龙,真龙(盛世)??盛世典藏,真龙,烤烟型,7mg,,0.7mg,7mg,84mm,30mg,24mm,纸质硬盒,褐,黄,,20,￥95元,￥950元,6901028013635,6901028013642,,,,,,,,,
793,传统烟,大陆,娇子,娇子(软黄天子)??软黄天子,娇子,烤烟型,11mg,,1.1mg,11mg,84mm,30mg,24mm,纸质软包,黄,红,,20,￥50元,￥450元,6901028030199,6901028030205,,,,,,,,,
795,传统烟,大陆,壹枝笔,壹枝笔(华贵)??一枝笔,壹枝笔,烤烟型,13mg,,1.2mg,13mg,84mm,25mg,24mm,纸质硬盒,蓝,黄,,20,￥10元,￥100元,6901028156776,,,,,,,,,,
796,传统烟,大陆,老仁义,老仁义(和谐),老仁义,烤烟型,13mg,,1.1mg,13mg,84mm,20mg,25mg,纸质硬盒,红,金,,20,￥2.5元,￥25元,6901028103985,6901028103992,,,,,,,,,
797,传统烟,大陆,老仁义,老仁义(吉祥),老仁义,烤烟型,12mg,,1.1mg,13mg,84mm,20mg,25mg,纸质硬盒,桔黄,棕,,20,￥3元,￥30元,6901028103015,6901028103022,,,,,,,,,
798,传统烟,大陆,哈德门,哈德门(软),哈德门,烤烟型,11mg,,1.0mg,13mg,84mm,20mg,24mm,纸质软包,红,黄,10,20,￥5元,￥50元,6901028149235,6901028149242,,,,,,,,,
799,传统烟,大陆,哈德门,哈德门(清香),哈德门,烤烟型,14mg,,1.2mg,,84mm,25mg,24mm,纸质硬盒,红,黄,,20,￥3元,￥30元,6901028149938,6901028149945,,,,,,,,,
800,传统烟,大陆,哈德门,哈德门(精品),哈德门,烤烟型,11mg,,1.0mg,12mg,84mm,25mg,24mm,纸质硬盒,黄,褐,,20,￥4元,￥40元,6901028149358,6901028149365,,,,,,,,,
801,传统烟,国外,Seven Stars(七星),七星(软灰)Seven Stars Charcoal Filter??Seven Stars 七星,Seven Stars(七星),混合型,14mg,,1.2mg,,84mm,,,纸质软包,灰,黑,10,20,,,49400397,,,,,,,,,,
802,传统烟,大陆,哈德门,哈德门(芬芳),哈德门,混合型,9mg,,0.9mg,9mg,84mm,25mg,24mm,纸质硬盒,白,蓝,,20,￥4.5元,￥45元,6901028150538,6901028150699,,,,,,,,,
803,传统烟,国外,555,555(台湾版金),555,烤烟型,10mg,,1.0mg,,84mm,27mm,,纸质硬盒,藏蓝,金,,20,,,50219124,5000219020122,,,,,,,,,
804,传统烟,大陆,黄鹤楼,黄鹤楼(喜相逢·福),黄鹤楼,烤烟型,6mg,,0.6mg,6mg,84mm,,,纸质硬盒,红,金,,20,￥80元,￥800元,6901028219945,6901028219952,,,,,,,,,
805,传统烟,大陆,北戴河,北戴河(硬混5mg)??浪淘沙,北戴河,混合型,5mg,,0.5mg,7mg,84mm,,,纸质硬盒,蓝,白,,20,￥8元,￥80元,6901028077347,6901028077378,,,,,,,,,
807,传统烟,大陆,泰山,泰山(神秀),泰山,烤烟型,11mg,,1.1mg,12mg,84mm,25mg,,纸质硬盒,黄,绿,10,20,￥22元,￥220元,6901028157070,6901028157087,,,,,,,,,
809,传统烟,大陆,红金龙,红金龙(硬晓楼5mg),红金龙,烤烟型,5mg,,0.5mg,5mg,84mm,,,纸质硬盒,白,黄,,20,￥1330,￥130元,6901028182737,6901028182744,,,,,,,,,
812,传统烟,大陆,哈德门,哈德门(王府),哈德门,烤烟型,12mg,,1.1mg,14mg,84mm,25mg,24mm,纸质硬盒,深红,金,,20,￥7元,￥70元,6901028156479,6901028156486,,,,,,,,,
813,传统烟,大陆,红双喜(沪),红双喜(江山精品)旧版??红双喜,红双喜(沪),烤烟型,11mg,,0.9mg,11mg,84mm,25mg,,纸质硬盒,红,黄,10,20,￥8元,￥80元,6901028073981,6901028073998,,,,,,,,,
814,传统烟,历史品牌,八喜,八喜(东方),八喜,烤烟型,13mg,,1.1mg,17mg,84mm,22mm,24mm,纸质硬盒,灰,金,,20,￥9元,￥90元,6901028159210,,,,,,,,,,
815,传统烟,历史品牌,八喜,蓝软八喜,八喜,烤烟型,8mg,,0.8mg,13mg,,,,,,,,,￥18元,,,,,,,,,,,,
816,传统烟,大陆,泰山,泰山(出口),泰山,烤烟型,15mg,,14mg,14mg,84mm,25mg,24mm,纸质硬盒,蓝,金、红,,20,￥20元,,6901028149266,,,,,,,,,,
817,传统烟,大陆,泰山,泰山(儒风)旧版??硬儒风,泰山,烤烟型,11mg,,1.1mg,11mg,84mm,25mg,24mm,纸质硬盒,金,褐,10,20,￥55元,￥550元,6901028150255,6901028150286,,,,,,,,,
818,传统烟,大陆,壹枝笔,壹枝笔(新贵)??一枝笔,壹枝笔,烤烟型,14mg,,1.3mg,15mg,84mm,25mg,24mm,纸质硬盒,红褐,金,,20,￥8元,￥80元,6901028149013,6901028149020,,,,,,,,,
819,传统烟,大陆,壹枝笔,壹枝笔(宏图)??一枝笔,壹枝笔,烤烟型,13mg,,1.2mg,13mg,84mm,25mg,24mm,纸质软包,红,金银,,20,￥10元,￥100元,6901028156622,6901028150064,,,,,,,,,
820,传统烟,大陆,红河,红河(软运),红河,烤烟型,12mg,,1.1mg,13mg,84mm,,,纸质软包,红,金,,20,￥8元,￥80元,6901028055918,,,,,,,,,,
821,传统烟,大陆,壹枝笔,壹枝笔(新品)??一枝笔,壹枝笔,烤烟型,14mg,,1.2mg,14mg,84mm,25mg,24mm,纸质硬盒,金,白,,20,￥30元,￥300元,6901028150125,6901028150132,,,,,,,,,
822,传统烟,大陆,红河,红河(硬),红河,烤烟型,11mg,,1mg,12mg,84mm,32mm,,纸质硬盒,白,红,10,20,￥9元,￥90元,6901028055031,6901028055338,,,,,,,,,
823,传统烟,国外,JEWELS(女神),女神(黑金雪茄)JEWELS Black gold??JEWELS 女神,JEWELS(女神),雪茄烟,,,,,,,,纸质硬盒,黑,金,,5,￥25元,,076452700324,,,,,,,,,,
824,传统烟,大陆,红金龙,红金龙(金晓楼),红金龙,烤烟型,10mg,,1.0mg,10mg,84mm,,,纸质硬盒,金,红,,20,￥14元,￥140元,6901028182911,6901028182928,,,,,,,,,
826,传统烟,历史品牌,咀特,咀特,咀特,烤烟型,15mg,,,,,,,,,,,,,,,,,,,,,,,,
827,传统烟,大陆,厦门,厦门(珍品),厦门,烤烟型,12mg,,1.2mg,12mg,84mm,30mg,24mm,纸质硬盒,红,银,,20,￥24元,￥240元,6901028139137,6901028139144,,,,,,,,,
828,传统烟,历史品牌,石狮,石狮(软富健),石狮,烤烟型,12mg,,1.1mg,13mg,84mm,20mg,24mm,纸质软包,红色,白色,10,20,￥6元,￥60元,6901028137416,6901028137423,,,,,,,,,
829,传统烟,历史品牌,石狮,石狮(平安菲律宾),石狮,烤烟型,14mg,,1.2mg,,84mm,24mm,24mm,纸质硬盒,蓝色,银色,,20,￥6元,￥50元,6901028141222,,,,,,,,,,
830,传统烟,历史品牌,石狮,石狮(红菲律宾),石狮,烤烟型,14mg,,1.3mg,,84mm,24mm,24mm,纸质硬盒,红色,金色,,20,￥10元,,6901028141192,,,,,,,,,,
831,传统烟,大陆,长城,长城(骑士·国际香草)5支装,长城,,,中,,,,,35mm,纸质硬盒,,,,,￥30元,,6901028033763,,雪茄,半机制雪茄,100mm,11.41mm,28环,5,10,￥300元,6901028033770
832,传统烟,大陆,大前门,大前门(新时代),大前门,烤烟型,13mg,,1.2mg,13mg,84mm,,,纸质硬盒,黄,红,,16,￥18元,￥180元,6901028075466,,,,,,,,,,
833,传统烟,历史品牌,乘风,乘风(枣红),乘风,烤烟型,,,,,,,,纸质软包,,,,,,,,,,,,,,,,,
834,传统烟,大陆,七匹狼,七匹狼(红狮),七匹狼,烤烟型,14mg,,1.2mg,14mg,84mm,20mg,24mm,纸质硬盒,红色,金色,,20,￥9元,￥90元,6901028141949,6901028141956,,,,,,,,,
835,传统烟,历史品牌,刘三姐,柔顺刘三姐,刘三姐,烤烟型,,,,,,,,,,,,,,,,,,,,,,,,,
836,传统烟,历史品牌,刘三姐,特醇新品刘三姐,刘三姐,烤烟型,,,,,,,,,,,,,,,,,,,,,,,,,
837,传统烟,历史品牌,刘三姐,硬盒特制(佳品)刘三姐,刘三姐,烤烟型,,,,,,,,,,,,,,,,,,,,,,,,,
838,传统烟,历史品牌,刘三姐,软盒(特醇)刘三姐,刘三姐,烤烟型,15mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
839,传统烟,历史品牌,刘三姐,新版硬盒刘三姐,刘三姐,烤烟型,15mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
840,传统烟,历史品牌,刘三姐,新版软盒刘三姐,刘三姐,烤烟型,15mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
841,传统烟,历史品牌,刘三姐,特制刘三姐,刘三姐,烤烟型,15mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
842,传统烟,历史品牌,阿牛哥,扁盒装阿牛哥,阿牛哥,烤烟型,15mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
843,传统烟,大陆,苏烟,苏烟(七星)??大贡,苏烟,烤烟型,11mg,,1.0mg,11mg,84mm,,,纸质硬盒,红,金,,20,￥28元,￥280元,6901028111010,6901028111027,,,,,,,,,
844,传统烟,历史品牌,大地飞歌,大地飞歌,大地飞歌,烤烟型,15mg,,1.1mg,,,,,,,,,,,￥50元,,,,,,,,,,,
845,传统烟,历史品牌,青竹,青竹,青竹,烤烟型,15mg,,1.2mg,,,,,,,,,,,,,,,,,,,,,,
846,传统烟,历史品牌,恭喜,恭喜,恭喜,烤烟型,,,,,,,,,,,,,,,,,,,,,,,,,
847,传统烟,历史品牌,田七花,软盒田七花,田七花,烤烟型,15mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
848,传统烟,历史品牌,贵甲天下,贵甲天下,贵甲天下,烤烟型,15mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
849,传统烟,国外,CAMEL(骆驼),骆驼(原味),CAMEL(骆驼),混合型,,,,,,,,纸质硬盒,黄,褐,,20,,,01230331,,,,,,,,,,
850,传统烟,大陆,云烟,云烟(软金雪莲),云烟,烤烟型,11mg,,1.1mg,11mg,84mm,,,纸质软包,金,红,,20,￥65元,￥650元,6901028311571,6901028311588,,,,,,,,,
851,传统烟,大陆,散花,散花(软蓝),散花,烤烟型,11mg,,0.7mg,13mg,84mm,20mg,24mm,纸质软包,白,蓝,10,20,￥4元,￥40元,6901028160018,6901028160025,,,,,,,,,
852,传统烟,历史品牌,沙河,沙河(吉祥),沙河,烤烟型,13mg,,1.0mg,14mg,84mm,20mg,24mm,纸质硬盒,白,红,,20,,,6901028169271,,,,,,,,,,
853,传统烟,历史品牌,沙河,沙河(一帆风顺),沙河,烤烟型,13mg,,1.0mg,14mg,84mm,,,纸质硬盒,白,黄,,20,￥2.5元,￥25元,6901028169271,,,,,,,,,,
854,传统烟,大陆,双喜,双喜(硬红五叶神)老版,双喜,烤烟型,11mg,,1.1mg,12mg,84mm,25mg,,纸质硬盒,红,黄,,20,￥22元,￥220元,6901028002967,6901028002974,,,,,,,,,
855,传统烟,历史品牌,沙河,沙河(七彩),沙河,烤烟型,15mg,,1.2mg,,84mm,20mg,24mm,纸质软包,黄,白,,20,,,6901028160346,,,,,,,,,,
857,传统烟,历史品牌,群英会,群英会(白软),群英会,烤烟型,12mg,,1.1mg,,,,,,,,,,,,,,,,,,,,,,
858,传统烟,历史品牌,群英会,群英会(红硬),群英会,烤烟型,15mg,,1.1mg,,,,,,,,,,,,,,,,,,,,,,
859,传统烟,国外,555,555(亚太免税金),555,烤烟型,12mg,,1.1mg,,84mm,27mm,,纸质硬盒,藏蓝,金,,20,,,50219124,5000219020122,,,,,,,,,
860,传统烟,历史品牌,金许昌,金许昌(软红),金许昌,烤烟型,13mg,,0.9mg,14mg,84mm,20mg,24mm,纸质软包,红,褐,,20,￥2.5元,￥25元,6901028163828,,,,,,,,,,
861,传统烟,历史品牌,金许昌,金许昌(硬红),金许昌,烤烟型,13mg,,1.0mg,14mg,84mm,20mg,24mm,纸质硬盒,红,金,,20,￥3.5元,￥35元,6901028162449,,,,,,,,,,
862,传统烟,历史品牌,金许昌,金许昌(银星),金许昌,烤烟型,13mg,,1.1mg,,84mm,20mg,24mm,纸质软包,蓝,金,,20,￥5元,,6901028162098,,,,,,,,,,
863,传统烟,历史品牌,金许昌,金许昌(软黄),金许昌,烤烟型,13mg,,1.0mg,,84mm,20mg,24mm,纸质软包,黄,红,,20,￥2元,,6901028162012,,,,,,,,,,
864,传统烟,历史品牌,金许昌,金许昌(硬黄),金许昌,烤烟型,15mg,,1.2mg,,84mm,20mg,24mm,纸质硬盒,金,红,,20,￥6元,￥60元,6901028162463,,,,,,,,,,
865,传统烟,大陆,帝豪,帝豪(红硬),帝豪,烤烟型,12mg,,1.1mg,,84mm,30mg,25mg,纸质硬盒,红,金,,16,￥20元,￥200元,6901028162425,,,,,,,,,,
866,传统烟,大陆,帝豪,帝豪(硬金黄),帝豪,烤烟型,13mg,,1.1mg,13mg,84mm,20mg,24mm,纸质硬盒,金,红,10,20,￥10元,￥100元,6901028170765,6901028170758,,,,,,,,,
867,传统烟,大陆,帝豪,帝豪(金爵),帝豪,烤烟型,13mg,,1.1mg,13mg,84mm,,,纸质硬盒,金,棕,,20,￥10元,￥100元,6901028170765,,,,,,,,,,
868,传统烟,大陆,帝豪,帝豪(一代天骄),帝豪,烤烟型,12mg,,1.0mg,12mg,84mm,20mg,24mm,纸质软包,红,金,,20,￥20元,￥200元,6901028162258,6901028163255,,,,,,,,,
869,传统烟,历史品牌,洛烟,洛烟(大红软),洛烟,烤烟型,15mg,,1.1mg,,,,,,,,,,,,,,,,,,,,,,
870,传统烟,历史品牌,洛烟,洛烟(世纪精品),洛烟,烤烟型,15mg,,1.1mg,,,,,,,,,,,,,,,,,,,,,,
871,传统烟,历史品牌,金芒果,金芒果(硬绿),金芒果,烤烟型,15mg,,1.2mg,,84mm,25mg,24mm,纸质硬盒,绿色,金色,,20,￥6元,,6901028166041,,,,,,,,,,
872,传统烟,历史品牌,金芒果,金芒果(盛世金典),金芒果,烤烟型,15mg,,1.2mg,,84mm,25mg,24mm,纸质软包,蓝,黄,,20,￥20元,￥200元,6901028166393,,,,,,,,,,
873,传统烟,历史品牌,时代,黄时代,时代,烤烟型,17mg,,1.2mg,,,,,,,,,,,,,,,,,,,,,,
874,传统烟,历史品牌,时代,条玻璃纸时代,时代,烤烟型,17mg,,1.2mg,,,,,,,,,,,,,,,,,,,,,,
875,传统烟,历史品牌,青州,全包世纪青州,青州,烤烟型,12mg,,1.1mg,,,,,,,,,,,,,,,,,,,,,,
876,传统烟,历史品牌,青州,硬金青州,青州,烤烟型,16mg,,1.2mg,,,,,,,,,,,,,,,,,,,,,,
877,传统烟,历史品牌,西湖,西湖(绿软),西湖,烤烟型,15mg,,1.0mg,,,,,,,,,,,,,,,,,,,,,,
878,传统烟,历史品牌,东渡,东渡(硬蓝),东渡,烤烟型,13mg,,1.3mg,,84mm,24mm,25mg,纸质硬盒,蓝,红,,20,￥16元,,6901028113618,,,,,,,,,,
879,传统烟,历史品牌,灵山,灵山(紫),灵山,烤烟型,14mg,,1.2mg,12mg,84mm,22mm,24mm,纸质软包,紫,金,,20,￥45元,￥450元,6901028112635,,,,,,,,,,
880,传统烟,历史品牌,灵山,灵山(世纪缘),灵山,烤烟型,13mg,,1.1mg,,84mm,22mm,25mg,纸质硬盒,红色,黄色,,20,￥7元,,6901028301916,,,,,,,,,,
881,传统烟,历史品牌,灵山,灵山(佳品),灵山,烤烟型,14mg,,1.1mg,,84mm,22mm,25mg,纸质硬盒,红色,黄色,,20,￥5元,￥50元,6901028301534,,,,,,,,,,
882,传统烟,大陆,华西村,华西村(佳品),华西村,烤烟型,14mg,,1.2mg,14mg,84mm,24mm,24mm,纸质硬盒,红,金,,20,￥20元,￥200元,6901028307178,6901028307161,,,,,,,,,
883,传统烟,大陆,华西村,华西村(红),华西村,烤烟型,12mg,,1.1mg,14mg,84mm,24mm,24mm,纸质硬盒,红,金,,20,￥15元,￥130元,6901028306386,6901028306379,,,,,,,,,
884,传统烟,历史品牌,国烟,国烟(软)??国质天香,国烟,烤烟型,15mg,,1.2mg,15mg,84mm,30mg,24mm,纸质软包,红,金,,20,￥50元,￥500元,6901028309226,,,,,,,,,,
885,传统烟,历史品牌,九寨沟,九寨沟(金自然),九寨沟,烤烟型,15mg,,1.1mg,,84mm,22mm,24mm,纸质硬盒,金,红,,20,￥6元,,6901028030458,,,,,,,,,,
886,传统烟,大陆,黄鹤楼,黄鹤楼(金笑春风),黄鹤楼,烤烟型,6mg,,0.6mg,6mg,84mm,30mg,,纸质硬盒,红,金,,20,￥80元,￥800元,6901028182140,6901028182157,,,,,,,,,
887,传统烟,大陆,天下秀,天下秀(珍品),天下秀,烤烟型,15mg,,1.2mg,,84mm,20mg,24mm,纸质硬盒,金,红,,20,￥6元,,6901028035132,,,,,,,,,,
888,传统烟,大陆,天下秀,天下秀(金),天下秀,烤烟型,10mg,,0.8mg,11mg,84mm,20mg,25mg,纸质硬盒,金,红,10,20,￥6元,￥60元,6901028028820,6901028028837,,,,,,,,,
889,传统烟,大陆,天下秀,天下秀(佳品),天下秀,烤烟型,12mg,,1.0mg,13mg,84mm,20mg,24mm,纸质硬盒,红,淡黄,,20,￥3元,￥30元,6901028034029,,,,,,,,,,
890,传统烟,大陆,天下秀,天下秀(红名品),天下秀,烤烟型,10mg,,0.8mg,11mg,84mm,20mg,25mg,纸质硬盒,红,金,,20,￥5元,￥50元,6901028035415,6901028035439,,,,,,,,,
891,传统烟,历史品牌,国宝,国宝(硬至尊),国宝,烤烟型,14mg,,1.3mg,15mg,84mm,20mg,25mg,纸质硬盒,墨绿,金,,20,￥20元,￥200元,6901028028974,6901028028981,,,,,,,,,
892,传统烟,历史品牌,国宝,国宝(至尊出口),国宝,烤烟型,14mg,,1.3mg,15mg,84mm,20mg,25mg,纸质硬盒,蓝,金,,20,￥30元,￥300元,6901028034722,,,,,,,,,,
893,传统烟,大陆,娇子,娇子(传奇天子·侧开式),娇子,烤烟型,8mg,,0.8mg,8mg,84mm,30mg,,纸质硬盒,黄,黄,,20,￥100元,￥1000元,6901028033633,6901028033640,,,,,,,,,
894,传统烟,国外,555,555(弘台湾免税新春贺岁版),555,烤烟型,10mg,,0.9mg,,94mm,27mm,,纸质硬盒,蓝,红,,20,,,8888075002929,8888075002936,,,,,,,,,
895,传统烟,历史品牌,国宝,国宝(绿),国宝,烤烟型,16mg,,1.3mg,,84mm,20mg,24mm,纸质硬盒,绿,红,,20,,,6901028028301,,,,,,,,,,
896,传统烟,历史品牌,国宝,国宝(欢乐出口),国宝,烤烟型,13mg,,1.2mg,,84mm,30mg,25mg,纸质硬盒,红,银,,20,￥1330,,6901028034753,,,,,,,,,,
897,传统烟,历史品牌,国宝,国宝(银特醇),国宝,烤烟型,12mg,,1.2mg,,84mm,20mg,25mg,纸质硬盒,银,蓝,,20,￥9元,￥90元,6901028028288,6901028028431,,,,,,,,,
898,传统烟,大陆,狮牌,狮牌(特香),狮牌,雪茄型,10mg,,1.0mg,12mg,84mm,24.2mm,,纸质硬盒,黄,红,10,20,￥5.5元,￥55元,6901028035668,6901028035675,,,,,,,,,
899,传统烟,历史品牌,国宝,国宝(好运红),国宝,烤烟型,15mg,,14mg,15mg,84mm,,,纸质硬盒,红,银,,20,￥8元,￥80元,6901028028424,,,,,,,,,,
900,传统烟,大陆,黄金叶,黄金叶(天叶),黄金叶,烤烟型,11mg,,1.0mg,11mg,84mm,,,纸质硬盒,白,粉红,,20,￥100元,￥1000元,6901028169998,6901028169967,,,,,,,,,
901,传统烟,历史品牌,国宝,国宝(红运)??欢乐,国宝,烤烟型,13mg,,1.2mg,15mg,84mm,,,纸质硬盒,红,金,,20,￥15元,￥150元,6901028028585,6901028028738,,,,,,,,,
902,传统烟,历史品牌,美登,翻盖美登(紫),美登,烤烟型,15mg,,1.1mg,,,,,,,,,,,,,,,,,,,,,,
903,传统烟,历史品牌,美登,翻盖美登(银),美登,烤烟型,15mg,,1.1mg,,,,,,,,,,,,,,,,,,,,,,
904,传统烟,历史品牌,美登,条盒美登(新境界),美登,烤烟型,15mg,,1.1mg,,,,,,,,,,,,,,,,,,,,,,
905,传统烟,大陆,云烟,云烟(朱砂红出口),云烟,烤烟型,14mg,,1.2mg,15mg,84mm,20mg,24mm,纸质硬盒,朱砂红,金,,20,￥10元,￥100元,6901028045018,,,,,,,,,,
906,传统烟,大陆,娇子,娇子(精品)??金天娇,娇子,烤烟型,10mg,,1.0mg,10mg,84mm,30mg,24mm,纸质硬盒,黄,金,,20,￥60元,￥500元,6901028024624,6901028024617,,,,,,,,,
907,传统烟,大陆,娇子,娇子(软龙凤魅力朝)??魅力朝,娇子,烤烟型,11mg,,1.1mg,11mg,84mm,20mg,24mm,纸质软包,红,金,,20,￥10元,￥100元,6901028030519,6901028030557,,,,,,,,,
908,传统烟,大陆,七匹狼,七匹狼(圣典),七匹狼,烤烟型,11mg,,1.1mg,11mg,84mm,34mm,24mm,纸质硬盒,浅玉红,桃红,,20,￥100元,￥1000元,6901028138925,6901028138932,,,,,,,,,
909,传统烟,大陆,七匹狼,七匹狼(纯典),七匹狼,烤烟型,5mg,,0.5mg,7mg,84mm,30mg,24mm,纸质硬盒,香槟,红,,20,￥22元,￥220元,6901028141253,6901028141260,,,,,,,,,
910,传统烟,大陆,龙凤呈祥,龙凤呈祥(喜庆珍品),龙凤呈祥,烤烟型,12mg,,1.1mg,12mg,84mm,24mm,24mm,纸质硬盒,金,红,,20,￥20元,￥200元,6901028027557,6901028027540,,,,,,,,,
911,传统烟,大陆,龙凤呈祥,龙凤呈祥(喜庆经典),龙凤呈祥,烤烟型,13mg,,1.2mg,13mg,84mm,24mm,24mm,纸质软包,红,金,,20,￥15元,￥150元,6901028026154,6901028026147,,,,,,,,,
912,传统烟,大陆,龙凤呈祥,龙凤呈祥(硬),龙凤呈祥,烤烟型,13mg,,1.3mg,13mg,84mm,24mm,24mm,纸质硬盒,红,金,,20,￥1330,￥130元,6901028202633,6901028202640,,,,,,,,,
913,传统烟,大陆,芙蓉,芙蓉(软红),芙蓉,烤烟型,11mg,,0.9mg,13mg,84mm,20mg,24mm,纸质软包,红,白,10,20,￥7元,￥70元,6901028199414,6901028199421,,,,,,,,,
915,传统烟,大陆,红双喜(鄂),红双喜(硬黄)??武汉红双喜(硬黄)??红双喜,红双喜(鄂),烤烟型,10mg,,0.8mg,12mg,84mm,20mg,24mm,纸质硬盒,黄,红,,20,￥3元,￥30元,6901028179799,6901028179904,,,,,,,,,
917,传统烟,历史品牌,阿诗玛,阿诗玛(硬94mmCH),阿诗玛,混合型,9mg,,0.9mg,,94mm,30mg,23mm,纸质硬盒,银色,红色,,20,￥8元,,7640107513190,,,,,,,,,,
918,传统烟,历史品牌,白猫,白猫(1号),白猫,烤烟型,15mg,,1.0mg,,84mm,20mg,24mm,纸质硬盒,绿,白,,20,,,6901028184977,,,,,,,,,,
919,传统烟,大陆,白沙,白沙(软醇香)??软香槟,白沙,烤烟型,11mg,,0.9mg,14mg,84mm,25mg,24mm,纸质软包,金,褐,,20,￥7元,￥70元,6901028196284,6901028196291,,,,,,,,,
920,传统烟,大陆,白沙,白沙(软精品),白沙,烤烟型,11mg,,1.0mg,12mg,84mm,25mg,24mm,纸质软包,金,棕,,20,￥11元,￥100元,6901028196222,6901028196239,,,,,,,,,
